id_komentar,nama_akun,tanggal,text_cleaning,sentimen
UgyjGJdDGUgFBmEzdGN4AaABAg,Selii Tok Tok,2023-06-06 16:19:09+00:00,bikin bijak  kok  cuma nguntungin orang kaya sama tiongkok beli orang kaya punya industri tiongkok pejabatanya bisnis asudah,positif
Ugx0pc0a61VKzEU1JJ54AaABAg,Galuh Kirana,2023-06-06 16:15:39+00:00,gimana mau laku mesin wuling coba merek honda daihatsu suzuki mungkin laku buat jepang kualitas ragu,positif
Ugw0CagiA2xQ4yMn0mV4AaABAg,baba bobo,2023-06-06 16:12:45+00:00,bijak ngaco bela tambah oon kuadrat ekonomi   pulih rakyat susah makan kerja nambah bijak aneh aneh siap siap hadap perang lebih luas   kesiap baik ekonomi sosial militer,positif
Ugy9HlHIZ3JoH8Da2Nx4AaABAg,Wijaya Ahmad,2023-06-06 16:06:03+00:00,  usah kasih insentif   rakyat kaya y beli insentif tu biaya didik guru tu urusin gaji   layak guru suruh maksimal anggar cuma buat bancak,positif
Ugzx9oQuDmBKfSQn_lV4AaABAg,Moh Nasiruddin,2023-06-06 16:04:18+00:00,tetap semangat mudah balik telapak tangan,positif
Ugwe3vL6mFtO2l6H0-Z4AaABAg,Yono Yono,2023-06-06 16:02:14+00:00,miyak lama habis imbang,negatif
UgyQ2Xdgrj9bjszun6N4AaABAg,Eva Melviana,2023-06-06 16:02:11+00:00,bukan laku   harga tinggi ekonomi global blm baik,positif
Ugyo9LLysXjeg22jeD94AaABAg,Gary GensLer Rasa Jeruk,2023-06-06 16:01:35+00:00,teknologi matang betul segi daya tempuh durasi isi daya kembang lebih baik depan   lebih bijak kembang bahan bakar   lebih ramah lingkung lebih mudah adopsi mesin   sekarang parah dg macet  kendara ebih baik transportasi umum  kalaupun mau kebut lebih pas motor roda,positif
Ugzl5zYTmtMIJLa6KHV4AaABAg,dedri andre,2023-06-06 15:58:07+00:00,ni partai subsidi ev justru multiplier effect kalian lupa jaman kalian kuasa dulu nama lcgc ngapain   subsidi lcgc jangkau rakyat miskin justru sama sama subsidi ba dukung industri baterai negeri,positif
UgwVVkhyl60RbMB2bEd4AaABAg,Sur Yadi,2023-06-06 15:58:01+00:00,mau kalu mura,positif
Ugzjx7ndSHj81dXjgwl4AaABAg,yosep,2023-06-06 15:57:52+00:00,  quality   ragu trlebih harga   mahal,positif
Ugwxjq5ZG0qwjkWww5F4AaABAg,AL vierre,2023-06-06 15:56:30+00:00,  laku duit     punya buat beli,positif
UgziE-8JaTs9qOcHYiV4AaABAg,Aldi Alvaro Winata™,2023-06-06 15:55:03+00:00,hahaha sukurin   laku mampus   lagi ribet sih tenaga bbm   ribet antri spbu tenaga makin jam kurang efisien,negatif
UgylZv8GNHT-3H-T9sx4AaABAg,Kang Abu,2023-06-06 15:50:20+00:00,parah perintah ngurusi rakyat lantar,negatif
UgxiiOmV9_CKTIg284V4AaABAg,Dannnnnn,2023-06-06 15:47:12+00:00,butuh masyarakat kendara umum pada,negatif
UgwoGqaXHXnYvHZ57pp4AaABAg,AYDIN_AWP,2023-06-06 15:43:37+00:00,  anda pakai kendara trus gimana   masyarakat kecil     mampauh   tinggal dalam   punya apa jamin  ,negatif
UgzmCV-aXK9Vai_kltJ4AaABAg,Qutaro_90,2023-06-06 15:42:24+00:00,tenaga kuat tanjak biasa batrainya tahan lama boros konvensional bbm irit harga jt bawah buat masyarakat   duit passan tempat isi mana spbu,negatif
UgzzFEBe1o6zBvi_y7Z4AaABAg,ibles bosuok,2023-06-06 15:38:57+00:00,  timbang masyarakat alih ev daya angkut ev sedia stasiun charging durasi charging harga charging jarak jelajah tiap charging sedia onderdil sedia opsi kw onderdil harga onderdil sedia bengkel montir harga beli masuk kadar pajak kubur faktor timbang tsb,positif
Ugw-I2gZ6_mfe33C4cR4AaABAg,anshori mawardi,2023-06-06 15:34:42+00:00,perintah lembaga perintah suruh pakai dulu masyarakat ikut jangan suruh pakai   mau pakai,negatif
Ugwqcr4iEN9570usUl94AaABAg,UNTUNG,2023-06-06 15:34:23+00:00,harga bawah dong,positif
Ugyix2pClDtKkLZWr_l4AaABAg,Ghost Rider,2023-06-06 15:34:08+00:00, muldoko kaya bau garap bisnis ni orang ,negatif
UgycHZeCZqYVdj-LC8V4AaABAg,Nanang Kurniawan,2023-06-06 15:33:21+00:00,subsidi tai subsidi lari usaha subsidi ngapa   benah ekonomi sumberdaya manusia dasar tolol   bikin bijak,negatif
Ugxg7TDONbS5SZMDs_l4AaABAg,zayyan wicaksono,2023-06-06 15:32:51+00:00,keran export nikel buka berita ekonomi indonesia cnbc ubah positif,negatif
UgyXASFOFUg2Ui442TR4AaABAg,Amarulloh Prasesa,2023-06-06 15:30:39+00:00,kendara hemat ekonomi indonesia orang beli kendara dasar kuat tahan daya angkut harga jual banyak khawatir kendara lima tahun baterai bakal soak harga baterai muahal mungkin hampir sama beli baru masyarakat biasa beli baru bakal jual barang lama kendara mesin bakar bakal   ganti mungkin cari bentuk bahan bakar baru kendara mesin bakar lebih masuk akal menggati semua kendara mesin bakar kendara misal temu cara mengestrak hidrogen air bahan bakar cara efisien murah,negatif
UgyGiRO1XtyRsEy60gF4AaABAg,Shobirin Shobirin,2023-06-06 15:30:36+00:00,hehehehe sekarang   main siapa   sih berani   admin ungkap siapa main terus clean terus   subsidi masyarakat   mana   lebih untung,positif
Ugw-JC-4aAnikMXrgRF4AaABAg,Bagus Pandu Arsetyo,2023-06-06 15:29:02+00:00,minus pakai jarak jauh maksimal pakai rute kota isi penuh jam isi spbbl kurang banyak,negatif
UgzsaL-vBiZm2r6rtOh4AaABAg,abdillah halim,2023-06-06 15:28:13+00:00,moeldoko turun tangan karna ketar tir pendapatannyaturun diadapuk dedengkot organisasi usaha kendara,negatif
UgwdZuU68Aom6POQ8kx4AaABAg,vampritt,2023-06-06 15:27:13+00:00,perintah bego apa semua negara jual elektrik vehicle   sukses semua faktor subsidi langsung bukan cuma potong pajak,negatif
Ugyeouws6VUbgyUOKHl4AaABAg,Reynato Wijaya,2023-06-06 15:24:58+00:00,ev teknologi sangat mahal praktis isi daya efek rusa lingkung akibat tambang bahan baku baterai justru lebih masuk akal optimal emisi gas karbon atmosfer produksi bensin sintestis guna bahan bakar motor sistem kendara lebih praktis pakai hidrogen banding teknologi baterai,negatif
Ugx2NkWW6rYG2wp8Lxx4AaABAg,Ian Farrel,2023-06-06 15:22:28+00:00,susah nyari duit bos masalah,negatif
UgxuVpdQ26oWTv9XZ3l4AaABAg,Ricky Ricky's,2023-06-06 15:21:41+00:00,butuh masyarakat indonesia lapang kerja,netral
UgwBUTunThBJfEvTeMx4AaABAg,Aris Kaloran,2023-06-06 15:21:17+00:00,bagus mulai jabat pegawai kantor indonesia bawa buat contoh rakyat coba mau   jabat jabat minta fortuner rubicon,negatif
UgwY4ZSn2jFo8vfxgXp4AaABAg,Patil Telu,2023-06-06 15:19:52+00:00,punya duit pas pas walaupun beli mikir x beli golong baru indonesia lihat unggul lemah beli,positif
UgxXjJx9frKnw3uVwTF4AaABAg,M U,2023-06-06 15:19:33+00:00,gimana mo laku harga   ngotak,positif
UgxVLfyxJCZg4h96WeJ4AaABAg,abdul parabola,2023-06-06 15:19:28+00:00,btre biasa     mau beli tnggu mogok btre mbil droop lngsung buang sm,negatif
Ugz5ztpGvBq2pFiYaxR4AaABAg,Affandy Pratama,2023-06-06 15:19:27+00:00,bawah jt banyak beli sekarang harga range jt jt lalu orang indonesia pikir harga jual merek kendara turun turun keluarga pakai model umum mata masyarakat indonesia model lcgc indonesia mungkin perintah wajib pertamina milik tempat charger jangan cuma jakarta seluruh kota indonesia,negatif
UgwSp5ZxDLrDfp-PaU14AaABAg,Siti,2023-06-06 15:19:27+00:00,harus kendara untuk angkut umum operasi kota subsidi usaha angkut mau ada kendara angkut umum masyarakat kecil ikut nikmat guna angkut umum tenaga mensupport mobilitas masyarakat kecil,positif
Ugx9X-jWRBrF0-Tx_NN4AaABAg,Abeba,2023-06-06 15:19:13+00:00,lemah besar bawa mudik desa khusus gunung,negatif
UgzTiVnxleNFS7L835h4AaABAg,ahmad,2023-06-06 15:16:41+00:00,  mutu produk   masuk indonesia lama masuk fasilitas charging lama,negatif
UgyZbY73UZPjLYLUNi54AaABAg,Ferdy Halim,2023-06-06 15:14:50+00:00,ingin rakyat indonesia kendara bahan bakar air harga jangkau,negatif
Ugz_qa8g5gPtT_Sqich4AaABAg,infounikunik,2023-06-06 15:14:48+00:00,infrastruktur siap   main launching,positif
UgynGb1Ss-TAHhDFzfp4AaABAg,gus azril,2023-06-06 15:14:46+00:00,murah nama,positif
UgyRnNbKSqN2DrvEUQ14AaABAg,Maftukin Hadi Laksito,2023-06-06 15:14:18+00:00,nama proses butuh tahap,negatif
Ugwed2osoWdQB9CvVA14AaABAg,Frans_chanel,2023-06-06 15:14:06+00:00,  pertama faktor harga awat t isi ulang terminal isi trus t servis awat kendara   minim,netral
UgwZjyFpJBZRnkbbgK54AaABAg,Rohim Rochein,2023-06-06 15:13:49+00:00,lebih baik banyak bangun transportasi umum,positif
UgwN4MYDdAfoSe2fzdN4AaABAg,bagas k bakti,2023-06-06 15:13:17+00:00,lebih baik kembang teknologi hybrid,positif
UgxtjFwSafZ9v2sQttB4AaABAg,Moh Syarofin,2023-06-06 15:13:14+00:00,kelarangen regane bro,netral
Ugx86PChhFT3P7hJyg94AaABAg,Yasin 1414,2023-06-06 15:13:03+00:00,imut mahal komponen mahal tahan banjir,netral
UgyUUNCCe9P63QrhWTl4AaABAg,Indra Gunawan,2023-06-06 15:10:23+00:00,nyuruh orang beli isi   jarang mending benah dulu deh tempat isi ngegas   dipikirin,negatif
UgxhyMjuQ555NewPPHp4AaABAg,Ahmad Riadi,2023-06-06 15:07:56+00:00,harga murah laku,positif
UgxzX4OwSqmXWjop8ZR4AaABAg,Mr. Febrian,2023-06-06 15:07:00+00:00, orang    mau proyek muldoko,positif
UgycLvUIIPMtm2D63-d4AaABAg,AL Fahri TLG,2023-06-06 15:05:43+00:00,bagus banget sih asal batre jarak jauh awet terus isi mana mana kayak pom bensin penting cepat tetap bagus jadi jadi pertama pikir dulu,negatif
UgxXIYag8StIXFlySkt4AaABAg,izut adventure chanel,2023-06-06 15:02:24+00:00,  tanya besar truk trailer tronton dl masuk truk tambang   gede rumah ev,positif
UgxDwKo_o5Uex7sufvd4AaABAg,Kreasi Aiswa,2023-06-06 15:00:26+00:00,alas paling banyak harga susah sering jalan jauh,negatif
Ugw_y_ycvbSo3HMVCbh4AaABAg,Ady Firmansyah,2023-06-06 14:59:25+00:00,coba tengok jual lcgc   koe mau jual cuma pake batre   hrga lewat mahal padahal jeroan cuma batre lho  kok  sampe harga langit minimal jt mending beli carry buat usaha,negatif
Ugz_Hc6bicpafosh2LV4AaABAg,Ahmad Muhtar,2023-06-06 14:58:22+00:00,siap asn wajib ,negatif
UgyWfylMSdPXSxUgpdR4AaABAg,RANDOM MANDOM,2023-06-06 14:58:10+00:00,terlalu mahal   mau orang pindah bbm harga sama donk lebih mahal harap lebih irit efek lambat,positif
UgxW-s83YlxcSpkaKLd4AaABAg,Han S,2023-06-06 14:58:05+00:00,tapa murah dng ekonomi skr bkn   mau tk kuat beli   beli   mampu tengah atas,netral
Ugzo8-Q4-SRRqJ7BKUp4AaABAg,Lambe 87,2023-06-06 14:55:04+00:00,  beli la diomongin orang   rusak batrenya mahal,negatif
UgwcuxbFYs6-wSODNvx4AaABAg,Bumi Majapahit,2023-06-06 14:50:02+00:00,cape ganti batere jemur   ngecas,negatif
UgwtjBJEfJIyNYrZxlR4AaABAg,Agate Slate,2023-06-06 14:49:43+00:00,gampang tinggal hapus subsidi bbm jual bakal langsung naik,positif
UgybeDzOc2CvjE3ESGl4AaABAg,Blew,2023-06-06 14:49:17+00:00,gila   ndro  orang  pilih xpander la drpd wuling odong makan tu batere,negatif
UgxBUKJrfV0C_Ktyw2B4AaABAg,Tpc Yt,2023-06-06 14:48:32+00:00,syarat ribet beli kendara subsidi,negatif
UgxzhH8hxqekGiZRLkd4AaABAg,perang ukraina,2023-06-06 14:47:58+00:00,batrainya   langit harga,positif
UgwOcXFZ4zOOaVUOwQp4AaABAg,Akhmad Syarifudin,2023-06-06 14:45:41+00:00,inti bensin turun rerus rusia discon timur tengah discon bensin laris donk tiap pom bensi diller mal hotel alfa mart indomaret baru laku rumah paket paket   daya turun terus,positif
Ugwrn8UeX27XWSD3gRV4AaABAg,Gregorius,2023-06-06 14:45:12+00:00,jadi daya tarik masyarakat baik pabrikan milik spesifikasi range tempuh lebih jauh fast charging hadir pilih transmisi manual kopling pedal dapat,positif
Ugxpv3adBH0IKDYtqCR4AaABAg,Budiarto Tenosa,2023-06-06 14:43:29+00:00,harga mahal walaupun subsidi isi daya sangat lama konsunen mau tunggu buang waktu sangat efektif resiko bahaya bakar batere litium sangat ancam diri sendiri keluarga tetangga kendara bom waktu akal an rezim abal udang balik rempeyek dlm raup untung dlm jual   alas decarbonisasi,negatif
Ugwi6Gcft6vVFlyhKZJ4AaABAg,Den Baguse,2023-06-06 14:43:02+00:00,subsidi anatara motor harus sama perintah adil kaya subsidi lebih besar adil,positif
Ugz9SbJdAIRSSkBfluN4AaABAg,muhammad thamrin,2023-06-06 14:41:54+00:00,apa   kata anis bnrnya,negatif
UgyE_TzqLPlynUAnYxx4AaABAg,deny denn,2023-06-06 14:40:46+00:00,si begal partai,negatif
UgyYxno6jdaAM-TFZaJ4AaABAg,Chaguy Anakintanboy,2023-06-06 14:40:04+00:00,  rakyat mau sah hukum mati bwt mafia iblis koruptor indonesia,negatif
UgzoKnv-F3dnztHBFc54AaABAg,nadyasyaiqsyair,2023-06-06 14:39:12+00:00,lagi siapa   mau modelnnya jelek jelek,negatif
UgyC03ybNna-bW40Vol4AaABAg,OKVIA' 2006,2023-06-06 14:38:52+00:00,ngecasnya mahal rumah naik minimal,positif
UgyfAfNjsuO3o3nvQV94AaABAg,Hendra Henz,2023-06-06 14:38:52+00:00,kendara pindah polusi udara kota bangkit batubara makin banyak kendara makin banyak batubara bakar lama bangkit indonesia pake batubara jangan harap ekosistem kendara jaya mau ful green energy sanggup bayar ribu rupiah per kwh ,negatif
UgwjzwAIsIwx4m2h8GZ4AaABAg,Shin-Ra,2023-06-06 14:38:36+00:00,ev nd car hari long run lama charging station minim kota besar skip plus replacement baterai hampir tengah harga kasus cel baterai mati dadak start engine insentive potong ppn proses super ribet super lama potong depan bayar ful ppn dapet cashback ppn waktu kapan kapan cair harga overpriced besar   suruh pilih mending hybrid engine sama kuat kuat belah contoh baterai half body,negatif
Ugw0yxpzYsxCRS1PSbx4AaABAg,Save Paman Coki,2023-06-06 14:37:39+00:00,usaha   pinter ajar minyak goreng sekarang bayar cchuuaks,negatif
UgzwszoW1txQRHUkWRt4AaABAg,luky santoso,2023-06-06 14:37:29+00:00,kek mas harga sih   serih sih  lihat  wuling padahal tempat desa,positif
Ugy-9aWEYj9kncuGkjt4AaABAg,Har Tono,2023-06-06 14:36:57+00:00,harga   sm   bbm splu   byk,positif
UgwcDgeUrBV-nXZl0Y14AaABAg,KEPO,2023-06-06 14:36:04+00:00,sama   bohong kurang ppn pajak barang mewah tetap  ,negatif
Ugy5SN8J_0AI-frr_354AaABAg,Aa Uu,2023-06-06 14:35:56+00:00,stop jual stop jual motor dorong kendara umum banyak baru pikir akal sehat,positif
UgxVmBYyeH3GSfA8DMZ4AaABAg,tyrion Lanister,2023-06-06 14:33:42+00:00,cashnya lama jam apa lgi subsidi   jelas,negatif
UgxFVn41x33UvQ_gK9V4AaABAg,onevisual mandiri,2023-06-06 14:32:47+00:00,subsidi harga mahal tempat charger charger rumah voltase   kuat,positif
Ugz0BHAii4SLx7qQeLF4AaABAg,Angga Pramesta,2023-06-06 14:32:28+00:00,dagel jabat konoha,netral
Ugxygm1-Y5PV1fJofJ14AaABAg,Gavin Alghivari,2023-06-06 14:31:32+00:00,model kurang tarik,positif
Ugzn7rySo8SatSRKMH94AaABAg,arie Tea subagdja,2023-06-06 14:31:19+00:00,harga muahal apa secondnya masyarakat lirik bensin tempat isi batas forma tinggi tahan batre jarak jelajah jauh jadi prioritas,negatif
UgxQA3Sa3FpFir11zYR4AaABAg,Dimas Adi Kristiawan,2023-06-06 14:29:41+00:00,masalah ekosistem bentuk   mau laku investasi gede daerah desa bikin swap battery spbu minimal fast charging spbu awal bentuk kelompok masyarakat pakai ev terus kembang j   cuma ngemeng mana laku investor kabur,negatif
UgzFrcfZ9Y7qd_suG254AaABAg,Joko Listianto,2023-06-06 14:28:57+00:00,  pindah haluan   pake duit gp la semua biaya padahal mampu ekonomi jd kwndala bnyak kutat mas ekonomi blm   bla bla bla,negatif
UgwGjEYMceqp4l7hJbh4AaABAg,Zeruel,2023-06-06 14:27:47+00:00,coba cnbc cek jual no dunia tahun apa,negatif
UgzqLpcIe0qSa6kBKvV4AaABAg,Karmudji Ji,2023-06-06 14:27:40+00:00,orang beli punya hak pilih jangan buat atur arah paksa,negatif
UgwyJlL5waQTI_DrmsN4AaABAg,john Hartanto,2023-06-06 14:27:39+00:00,chargernya susah,negatif
Ugw-C4PFRGqrZMX3p1N4AaABAg,FRSBHI,2023-06-06 14:26:12+00:00,th depan info batrey secondnan gan,negatif
UgxEGqkvrrhQUqaAlRV4AaABAg,Zidni,2023-06-06 14:26:11+00:00,ingin rakyat perata transportasi publik,positif
UgxAPJ039oCPizzvegR4AaABAg,mn sr,2023-06-06 14:25:31+00:00,masyarakat mana tanya,netral
UgyvXUk0SRsz4ED6Dwt4AaABAg,Hermansyah Herman,2023-06-06 14:23:42+00:00,tenaga solar motor tenaga bensin   kuat tanjak     mau beli,positif
UgzraZgUA4YcmbeoUYh4AaABAg,Otib Otib,2023-06-06 14:23:23+00:00,bagi kalang percaya tangguh diesel banding,positif
UgxdMo1YPTEvgvGk62x4AaABAg,Eka Syarif,2023-06-06 14:22:41+00:00,transportation public   nyaman cepat   mau,positif
UgycE6C0gtXgOXraXbx4AaABAg,Adniati Bima,2023-06-06 14:21:53+00:00,rakyat indonesia blm siap perintah sedia murah   rakyat indonesia  jangan  so canggih rakyat miskin kalian korupsi,negatif
Ugwjz3icMJrz6HweBP14AaABAg,Ecax Cruise,2023-06-06 14:21:51+00:00,bukan   laku harga jangkau fasilitas dukung baru sedia kota besar bahkan seperti cuma jabodetabek   mumpuni fasilitas kendara   model kecil wuling air ev harus se harga lcgc negara asal harga cuma juta dekat sampe sini malah hampir juta ,negatif
Ugy3gJsh1ZbJSaBbTLR4AaABAg,Landing Kusuma,2023-06-06 14:21:35+00:00,tara lcgc   yakin laris infrastruktur nihil,positif
Ugx8NrLT_VXyNPP6X4t4AaABAg,WHR Esport,2023-06-06 14:16:33+00:00,bahan   batu bara darimana ramah lingkung kocak kocak,negatif
Ugwg9e5FffMczSfOKOF4AaABAg,Andi Setiawan,2023-06-06 14:16:32+00:00,  usah banyak teori analysis mikir untung terus   peka   mikir masyarakat hidup   susah,negatif
Ugw2-uNTCWTCTocob-t4AaABAg,Arif nur Hasan,2023-06-06 14:16:04+00:00,sih mending utama fasilitas umum dulu jalan lancar lalu distribusi masyarakat contoh jerman,positif
UgwLXMpTaJs2bCv8nWp4AaABAg,Kabul Yulianto,2023-06-06 14:15:53+00:00,angkut umum luas infrastruktur indonesia lebih hemat irit,positif
Ugw6xPWjH4IfC0Rkjlp4AaABAg,Sopian Hadi,2023-06-06 14:15:11+00:00,sabar gan canggih baru banyak paham masuk mulai mula benar benar paham sistem digital,negatif
UgzYaQUSjrwmpec83et4AaABAg,Luna Susilowati,2023-06-06 14:14:19+00:00,panel surya murahin dulu mahal banget sekarang,positif
UgwkSZzxNwWZ58VtbqR4AaABAg,agus ami,2023-06-06 14:14:11+00:00,buagus banget harga mahal   harga murah  benar  kayak main tetap mau cuma belakang saja nunggu tempat ngecas banyak dulu nabung buat beli   bagus,positif
Ugy652tZyn_mGF6wUG94AaABAg,5-SCITECH INSPIRATION,2023-06-06 14:13:44+00:00,ooh pantesan bbm dinaikkn,negatif
UgwNjFja4pDbQGKbDgV4AaABAg,Rinto,2023-06-06 14:13:02+00:00,hybrid   paling  benar ,negatif
UgxOQUFcLADREY6j5_J4AaABAg,Bintang Hobbies,2023-06-06 14:11:34+00:00,  mau rame kasih cicil th bunga,positif
Ugy4aLIB2LaQN_4ZBa94AaABAg,KAE_KIN,2023-06-06 14:11:30+00:00,stop   bbm masyarakat beli sepeda resiko ekonomi kayak jalan sepeda,negatif
UgzF8J7eSit5wG9QwV94AaABAg,Kecantol Bh,2023-06-06 14:10:36+00:00,harga setinggi langgit model kecil  banget  coba kayak wuling ev jual jt an apa   laku,netral
UgysVhccec8YRUfLnZ94AaABAg,S.M Studio & Bridal,2023-06-06 14:10:07+00:00,gimana laku   harga murah   hampir sentuh juta,positif
UgxEbOxpwCwup0VhQXJ4AaABAg,prada nami,2023-06-06 14:09:02+00:00,  mau bahan uji coba tunggu   dulu  tahun  an mungkin baterai   ukur powerbank lebih murah ingat kendara china uji coba pasar indonesia harga harga produk jepang hasil bangke semua beberapa puluh tahun akhir keluar produk   bagus sabar   tunggu produk   solid dulu baru coba beli jepang ngeluarin ev,positif
UgweWpueAZSdOGORCf54AaABAg,Stefanus Ariyanto,2023-06-06 14:08:55+00:00,harga mahal fasilitas charging umum banyak pantas konsumen pikir pikir,negatif
Ugw5UOA_DaA7WXIPt6V4AaABAg,Sofian Sofian,2023-06-06 14:07:29+00:00,stasiun ngisi cuma berapa china uda desa,negatif
UgzSdupNHQDVjratAAZ4AaABAg,Mukbang,2023-06-06 14:06:19+00:00,  ingin masyarakat harga jangkau jt bawa merk toyota daihatsu suzuki banyak spbbl kualitas baterai bagus,netral
UgzNHab7xbTtUOdw4rJ4AaABAg,Turini Saudiarabia,2023-06-06 14:06:06+00:00,kelas kambing jual juta mending beli mercedes benz,negatif
Ugxi8_jNoxooQIUeuL94AaABAg,Arjuna_irenG,2023-06-06 14:05:14+00:00,pertama   laku jabat pake,negatif
UgyW-gg62RKzWOlb4nh4AaABAg,Masbroiler Bro,2023-06-06 14:05:10+00:00,  buat apa alih tanggung perintah,negatif
Ugz8K7AEPI1krAKVDRF4AaABAg,Ucup Ucup,2023-06-06 14:05:09+00:00,lom waktu ekonomi lom stabil,positif
UgwWWW2_MbOlOOhYV-B4AaABAg,ZUL Kifli,2023-06-06 14:05:08+00:00,buat masa sekarang isi bbm tak minit selesai listik jam selesai bateri tahun perlu ganti bateri berapa kos moral of story listik bukan golong bawah golong kaya raya,negatif
UgwlX9n-oH9r0qsD4_94AaABAg,Somad Lengkong,2023-06-06 14:04:43+00:00,kota bandung makin banyak unit wuling air ev,negatif
UgxssBQ0Ps2YOFwvaLp4AaABAg,Semua ada massanya,2023-06-06 14:04:29+00:00, jangan  gara harga bbm naik   lucu alih mending perlu pikir jga,negatif
Ugyc94-Zk1Ga_qyrcQd4AaABAg,Ahmad Syakir,2023-06-06 14:04:04+00:00,mahal   rakyat pikir mahal,positif
UgxMq7CVX27IzUPaaD14AaABAg,Paridi Ridi,2023-06-06 14:03:37+00:00,hayo pasar sepeda ontel becak lebih sehat jasmani,positif
Ugx3CTLDzRNZyF1t0Fp4AaABAg,cipta wijaya,2023-06-06 14:03:30+00:00,harga   sumatra selatan wuling ev an jt ampir banding terios rush dl spklu sumatra selatan sedia sparepart baterai biaya baik baterai rancu perihal jual harga jatuh terlalu jauh,negatif
Ugz5X8kSMjBrnjp1X_R4AaABAg,Reni Rio,2023-06-06 14:02:36+00:00,gimana sih perintah satu sisi warga mobilisasi naik transportasi umum urai macet lebih baik kendara kendara umum masyarakat mana naik transportasi umum lagi tagih naik biaya bulan bengkak,netral
UgyoMVoYZwZoJTXd7_d4AaABAg,gimbal dieng,2023-06-06 14:02:09+00:00,soal   buat trek,negatif
UgzkbWRDuLrEz3R6QFF4AaABAg,slash\,2023-06-06 14:02:09+00:00,ken ancur,positif
Ugyy5QG7n7k1F_SGkHF4AaABAg,Ar'z 4.57,2023-06-06 14:02:05+00:00,produksi begitu mending genjot b b jelas bantu rakyat kecil   tani sawit harga sawit makin anjlok sampe sekarang,negatif
UgwpRSXiy2-Z88gkRwt4AaABAg,Rahmawti,2023-06-06 14:01:09+00:00,negara maju malaysia   nga laku negara konoha byr   banyak   nunggak ,netral
Ugx5bCthzCPxKPR3Myl4AaABAg,💥apinkputra💫,2023-06-06 14:00:01+00:00,sbnrnya sya brminat karna muldongo   bicara sya   minat,positif
UgyBMCxXAe1VUuocfAJ4AaABAg,Yellow Garden,2023-06-06 13:59:38+00:00,masalah lobang ozon makin buka   ada bahan bakar fosil depan mau mau kendara bahan bakar fosil hilang,negatif
UgzHbE8vWzsgDQRcOF54AaABAg,Indora yusakobus,2023-06-06 13:59:35+00:00,murah negara masyarakat tahu kualitas kendara negara bagaimana produsen   percaya masyarakat jepang korea harga mahal jangkau,positif
Ugy_Pxsjs0ObOYgbl5h4AaABAg,Haidar Alvaro,2023-06-06 13:59:25+00:00,charging station ev bnyak sharusnya   produksi kndraan dg sumber energi hawa busuk mulut koruptor stok koruptor wakanda bnyak sedia limpah pusat smpai pelosok daerah pmilik kndaraan   mau cari congor koruptor makin gampang   sbagian iklan pakai baju oren ketawa ketiwi,positif
UgzMheCaV6s29a_a-oV4AaABAg,DD,2023-06-06 13:58:39+00:00,subsidi didik gratis kuliah  jangan  cuma  tahun  naik rank didik dunia masa rank bola   perhati,negatif
UgxSNH_vSMqXB1BEAWZ4AaABAg,komentator,2023-06-06 13:58:07+00:00,  langsung potong   pikir t ngecasnya kurang takut mogok jalan,negatif
Ugw7utggUQLicD5bn4d4AaABAg,maltosse,2023-06-06 13:57:25+00:00,rakyat mau honda sama yamaha keluarin motor,positif
UgwvnrwA2KEey7ILbLt4AaABAg,Benny Wei,2023-06-06 13:57:18+00:00,kendara   fleksible lama nunggu ngecas banding isi bbm hitung menit,negatif
UgzFzkpYy9tv8SHM80F4AaABAg,Helly Co Pulau City,2023-06-06 13:57:11+00:00,hrg msh blm trjangkau,netral
UgzqQ_Wk2ZHL51_cjLx4AaABAg,anggah,2023-06-06 13:56:28+00:00,ujung ujung tarif naik,negatif
Ugx_-GZTLAR3oiSStep4AaABAg,Rise Hardware,2023-06-06 13:55:47+00:00,mahal boz   beli udh banyak   wuling paling murah jt     proper bawa luarkota,negatif
Ugw_L9D-r8Rys9YgLTF4AaABAg,Andhika Bhagaskara,2023-06-06 13:54:57+00:00,muldoko sangat penting takut rugi jd ketua asosiasi,negatif
Ugzb98zY2YulwaH56_l4AaABAg,WIJOYO FARM🐓,2023-06-06 13:54:44+00:00,cuma alih isu bbm,negatif
Ugxup9oElp0EWs6Mv6x4AaABAg,top global,2023-06-06 13:54:31+00:00,tinggal konvensional dikenain pajak lebih kurang pajak se simple loh,negatif
UgyCZ6ay3VQshkl-Wqd4AaABAg,naldi,2023-06-06 13:54:07+00:00,naik kendara tiap tahun naik persen   imbas subsidi bbm makin besar subsidi kendara tekan alih subsidi bbm   nama oposisi jadi komoditas jatuh lawan,negatif
Ugy-g6ZM5o1Jh5TIft14AaABAg,Valentino Terok,2023-06-06 13:53:18+00:00,sulawesi blum terima kendara beberapa blum sedia tempat isi daya semua spbu sulawesi biasa jalan jauh hari makassar manado biasa laku jalan hari malam klaw rata isi bbm menit spbu mas lebih cepat isi bbm hitung menit ful tangki tunggu isi baterai ber jam waktu buang percuma tunggu isi baterai tutup mungkin jalan lebih lama tempat tuju,negatif
UgzCWwKlHil7j9s4xyx4AaABAg,harry,2023-06-06 13:53:10+00:00,kendara ingin masyarakat indonesia harga bawah jt bahkan bawah jt jarak tempuh minimal km muat banyak tumpang minimal tumpang bagasi lega kuat nanjak,negatif
